EmployeeID,Name,Age,Department,Salary,YearsAtCompany,PerformanceScore,Satisfaction,ProjectCount,RemoteWork,EmployeeCode,Company,ManagerEmail
478,Employee_478,67.0,Engineering,39467.185305285384,29,2,6.778778566171591,4.0,Yes,EMP-9702,TechCorp,
479,Employee_479,,Finance,64941.54755612606,29,5,3.479829104267661,3.0,No,EMP-6198,TechCorp,
480,Employee_480,47.0,Sales,61746.62115830818,4,1,5.450690126083671,1.0,Yes,EMP-8251,TechCorp,manager8@techcorp.com
481,Employee_481,36.0,HR,74048.1313830213,24,3,2.0952577605400506,4.0,No,EMP-9270,TechCorp,manager246@techcorp.com
482,Employee_482,34.0,Engineering,10000.0,15,2,6.292842738449023,1.0,Yes,EMP-7991,TechCorp,manager72@techcorp.com
483,Employee_483,36.0,HR,57809.01417061593,26,3,,1.0,No,EMP-9976,TechCorp,
484,Employee_484,45.0,Finance,47919.75450149746,18,3,6.642715910758449,5.0,No,EMP-8305,TechCorp,
485,Employee_485,43.0,Engineering,77692.13579725385,13,4,,,No,EMP-3607,TechCorp,
486,Employee_486,54.0,,41616.397225585664,24,1,6.504817774509932,4.0,No,EMP-8777,TechCorp,
487,Employee_487,43.0,,37792.00965407958,29,3,3.661728063355186,6.0,Yes,EMP-8373,TechCorp,
488,Employee_488,,Engineering,71341.11034776206,15,5,3.3016933139347033,3.0,Yes,EMP-5246,TechCorp,manager364@techcorp.com
489,Employee_489,26.0,HR,33336.853786926906,26,5,3.9467886286010323,1.0,No,EMP-5050,TechCorp,manager160@techcorp.com
490,Employee_490,29.0,Engineering,108295.81997317262,14,4,,,No,EMP-5543,TechCorp,
491,Employee_491,18.0,Sales,61599.86761118287,21,1,2.630546657650181,2.0,No,EMP-9540,TechCorp,
492,Employee_492,,HR,66958.12232649772,3,1,8.11621991710151,4.0,Yes,EMP-8939,TechCorp,
493,Employee_493,64.0,Marketing,43831.60350953226,6,5,4.462593188567005,2.0,No,EMP-4919,TechCorp,manager268@techcorp.com
494,Employee_494,51.0,,53694.703115169075,15,2,4.923956625135272,5.0,No,EMP-5499,TechCorp,
495,Employee_495,49.0,Finance,51464.85766235292,23,4,,,Yes,EMP-8206,TechCorp,
496,Employee_496,,Engineering,49163.300246627165,21,4,6.306881456363929,4.0,No,EMP-2269,TechCorp,
497,Employee_497,42.0,HR,72659.23503019653,20,5,1.6063918436973315,3.0,No,EMP-5681,TechCorp,
498,Employee_498,57.0,Finance,51008.47923549438,21,5,8.48386707703899,3.0,Yes,EMP-4841,TechCorp,manager181@techcorp.com
499,Employee_499,,HR,80350.02458168363,20,2,2.595938979015455,0.0,No,EMP-5451,TechCorp,manager354@techcorp.com
500,Employee_500,18.0,Engineering,113263.64700239646,7,2,7.50764472444702,3.0,No,EMP-6502,TechCorp,
501,Employee_501,33.0,Marketing,250000.0,16,1,,0.0,Yes,EMP-6238,TechCorp,
502,Employee_502,56.0,Sales,63046.310271532486,15,4,7.434095806821823,3.0,No,EMP-9849,TechCorp,
503,Employee_503,22.0,Marketing,67589.64114331015,26,4,6.210798818987307,5.0,Yes,EMP-2320,TechCorp,manager369@techcorp.com
504,Employee_504,39.0,,96230.09625187033,22,5,1.1314809739799458,2.0,No,EMP-3267,TechCorp,
505,Employee_505,46.0,Sales,58347.04429923622,9,1,,0.0,No,EMP-3471,TechCorp,
506,Employee_506,20.0,,43419.66160683274,9,4,6.4435548642632305,5.0,No,EMP-4788,TechCorp,
507,Employee_507,29.0,Engineering,34673.18988748592,26,1,4.487061663302848,3.0,No,EMP-7275,TechCorp,
508,Employee_508,43.0,,58840.32105135532,1,1,8.771319054215319,2.0,No,EMP-3503,TechCorp,
509,Employee_509,33.0,Finance,51032.39561892235,29,5,,,Yes,EMP-4505,TechCorp,manager399@techcorp.com
510,Employee_510,68.0,Engineering,100200.18578600003,8,1,3.641813132127944,2.0,No,EMP-2052,TechCorp,
511,Employee_511,80.0,Marketing,95397.24841353932,16,2,3.3939792378339217,3.0,No,EMP-7797,TechCorp,manager189@techcorp.com
512,Employee_512,,Engineering,39312.54344152804,10,2,3.9950278206471594,4.0,Yes,EMP-7678,TechCorp,
513,Employee_513,46.0,HR,45784.79792901643,9,3,6.016644678827685,1.0,Yes,EMP-6421,TechCorp,
514,Employee_514,31.0,Engineering,61475.40215773772,21,5,,3.0,No,EMP-9890,TechCorp,manager138@techcorp.com
515,Employee_515,45.0,Engineering,87944.52845117525,24,3,,2.0,Yes,EMP-8633,TechCorp,manager407@techcorp.com
516,Employee_516,22.0,HR,250000.0,16,2,8.269460379833315,2.0,No,EMP-7812,TechCorp,manager224@techcorp.com
517,Employee_517,64.0,Finance,47055.18724023907,3,3,8.973225959476824,0.0,Yes,EMP-2020,TechCorp,manager244@techcorp.com
518,Employee_518,66.0,Finance,58822.3638019455,15,5,,3.0,Yes,EMP-4388,TechCorp,
519,Employee_519,47.0,Engineering,47430.30272207907,19,5,1.1705086303691912,3.0,No,EMP-7883,TechCorp,
520,Employee_520,63.0,HR,72049.54418878964,-2,1,,2.0,Yes,EMP-7381,TechCorp,manager258@techcorp.com
521,Employee_521,69.0,HR,45819.3257667059,24,4,2.8755961625649844,1.0,No,EMP-1320,TechCorp,
522,Employee_522,22.0,Marketing,49791.278951460656,26,1,2.1963523843718438,3.0,Yes,EMP-7232,TechCorp,manager302@techcorp.com
523,Employee_523,29.0,Finance,10000.0,20,5,,4.0,Yes,EMP-8814,TechCorp,
524,Employee_524,33.0,Sales,44632.701053718556,4,2,3.877688758669254,4.0,Yes,EMP-1096,TechCorp,
525,Employee_525,43.0,Finance,31077.439348796757,5,2,1.5140544703339893,5.0,No,EMP-6763,TechCorp,
526,Employee_526,43.0,Finance,61899.875027126094,16,1,2.238667609585252,5.0,No,EMP-5892,TechCorp,manager254@techcorp.com
527,Employee_527,65.0,Marketing,52790.53191590808,0,5,1.0083647518296495,2.0,Yes,EMP-7389,TechCorp,
528,Employee_528,38.0,Sales,70228.31001859908,24,2,,3.0,No,EMP-7865,TechCorp,manager200@techcorp.com
529,Employee_529,56.0,Marketing,66349.4386946218,18,5,1.2215618545711473,3.0,No,EMP-9818,TechCorp,
530,Employee_530,16.0,,59361.63010713276,3,2,2.8851019255855994,2.0,No,EMP-9947,TechCorp,manager391@techcorp.com
531,Employee_531,50.0,,58779.131490600084,16,5,4.746365026191166,2.0,Yes,EMP-4613,TechCorp,manager327@techcorp.com
532,Employee_532,47.0,Sales,45282.8310135433,8,3,4.209141933557372,4.0,No,EMP-8999,TechCorp,
533,Employee_533,54.0,Marketing,61666.94141986486,23,5,9.20553289221498,1.0,Yes,EMP-4595,TechCorp,
534,Employee_534,,Finance,77625.69562865538,1,5,1.362600511610879,6.0,Yes,EMP-5471,TechCorp,manager47@techcorp.com
535,Employee_535,,Sales,40531.06517201048,7,1,5.609932369093464,1.0,Yes,EMP-8140,TechCorp,
536,Employee_536,,Sales,59892.05247276931,14,3,7.124315162719366,4.0,Yes,EMP-8956,TechCorp,
537,Employee_537,53.0,HR,80767.77511469224,6,4,9.38528176313052,2.0,Yes,EMP-1475,TechCorp,
538,Employee_538,51.0,,70108.48186433398,26,1,6.58334126911349,4.0,No,EMP-7371,TechCorp,manager401@techcorp.com
539,Employee_539,69.0,Engineering,250000.0,5,4,,,No,EMP-6507,TechCorp,
540,Employee_540,,Marketing,48637.15340331331,0,2,1.7535244406081356,5.0,Yes,EMP-7624,TechCorp,
541,Employee_541,27.0,Engineering,23384.631032102676,14,4,4.473455598432347,5.0,No,EMP-3704,TechCorp,
542,Employee_542,36.0,Finance,64013.03607911374,22,5,,1.0,No,EMP-8657,TechCorp,manager210@techcorp.com
543,Employee_543,49.0,Sales,67251.4163005297,25,4,8.97659394810146,4.0,No,EMP-3091,TechCorp,manager292@techcorp.com
544,Employee_544,18.0,Sales,87368.4390894535,6,1,,,No,EMP-9751,TechCorp,
545,Employee_545,22.0,,83762.91469413968,28,1,,3.0,No,EMP-1441,TechCorp,
546,Employee_546,62.0,Sales,70734.87246024923,29,4,3.957023348972186,1.0,No,EMP-7455,TechCorp,
547,Employee_547,21.0,Sales,75307.80428340868,24,1,,4.0,No,EMP-1444,TechCorp,
548,Employee_548,33.0,Sales,56163.57083586721,16,1,2.6421223658724102,3.0,Yes,EMP-2375,TechCorp,
549,Employee_549,,Marketing,35617.707773615664,1,4,9.686886746911616,4.0,Yes,EMP-8022,TechCorp,manager355@techcorp.com
550,Employee_550,33.0,,62354.4243476182,26,3,4.853655458804555,4.0,Yes,EMP-3223,TechCorp,
551,Employee_551,19.0,HR,79651.46927255555,8,3,,4.0,No,EMP-8564,TechCorp,
552,Employee_552,66.0,Engineering,73127.21739657097,28,2,7.535001334101732,3.0,No,EMP-3977,TechCorp,
553,Employee_553,45.0,Finance,76676.14678318729,8,1,,,Yes,EMP-1823,TechCorp,manager34@techcorp.com
554,Employee_554,49.0,Finance,51444.88625906496,12,4,2.3250436696946526,5.0,No,EMP-5262,TechCorp,
555,Employee_555,44.0,Finance,54689.06323963153,5,1,2.8592291459960273,5.0,No,EMP-7211,TechCorp,
556,Employee_556,37.0,HR,69668.50976229207,5,5,3.819398289225493,4.0,Yes,EMP-6363,TechCorp,manager85@techcorp.com
557,Employee_557,41.0,,49069.85210982491,19,1,6.724615783170031,5.0,Yes,EMP-4467,TechCorp,
558,Employee_558,,HR,49685.65860133996,19,1,,,Yes,EMP-8449,TechCorp,manager0@techcorp.com
559,Employee_559,67.0,Finance,65959.64472754904,20,3,1.0613322811011532,2.0,No,EMP-6355,TechCorp,manager110@techcorp.com
560,Employee_560,52.0,Engineering,75218.09486313816,2,4,5.710664665607247,5.0,No,EMP-6529,TechCorp,
561,Employee_561,50.0,Sales,56009.426533411824,16,1,9.29362052716676,6.0,No,EMP-7211,TechCorp,manager398@techcorp.com
562,Employee_562,50.0,Marketing,36736.21077892723,16,3,8.308698499078112,3.0,Yes,EMP-5558,TechCorp,
563,Employee_563,68.0,Marketing,45283.9216991434,11,2,8.42690234133668,0.0,Yes,EMP-7906,TechCorp,
564,Employee_564,60.0,HR,64073.44169786196,15,3,8.155522158455181,3.0,No,EMP-5133,TechCorp,manager6@techcorp.com
565,Employee_565,,Marketing,63830.4192773193,14,3,3.913577430493813,1.0,Yes,EMP-2341,TechCorp,
566,Employee_566,,Finance,64824.76275310696,12,3,7.886744503789528,0.0,Yes,EMP-8705,TechCorp,manager197@techcorp.com
567,Employee_567,20.0,finance,70425.90581191513,22,1,2.288452220300737,1.0,No,EMP-1317,TechCorp,manager18@techcorp.com
568,Employee_568,18.0,HR,60116.211170849,0,1,6.919445325483582,4.0,Yes,EMP-9837,TechCorp,manager217@techcorp.com
569,Employee_569,50.0,,65301.12089680624,16,2,6.77411710016495,2.0,Yes,EMP-1853,TechCorp,
570,Employee_570,57.0,Engineering,59099.463543422666,2,5,1.2301281918076121,8.0,Yes,EMP-6733,TechCorp,manager231@techcorp.com
571,Employee_571,27.0,HR,82974.66965858877,25,5,8.091731202318385,7.0,No,EMP-4673,TechCorp,
572,Employee_572,60.0,Engineering,88646.84062435004,14,5,9.129232945856176,3.0,No,EMP-2124,TechCorp,manager124@techcorp.com
573,Employee_573,61.0,Sales,36219.77435239931,3,2,,3.0,Yes,EMP-1659,TechCorp,manager193@techcorp.com
574,Employee_574,46.0,Engineering,54894.96115795493,3,5,8.311516517675358,3.0,No,EMP-1508,TechCorp,
575,Employee_575,30.0,Sales,60654.48983081415,17,5,1.741653746757534,0.0,No,EMP-5051,TechCorp,
576,Employee_576,29.0,Sales,54661.70575971358,16,3,,3.0,No,EMP-4266,TechCorp,
577,Employee_577,48.0,Engineering,95858.45182661747,18,1,5.370821788008494,3.0,Yes,EMP-1333,TechCorp,
578,Employee_578,63.0,,64479.10556179469,10,1,5.913311799781,4.0,No,EMP-3496,TechCorp,
579,Employee_579,19.0,Finance,43892.56345899312,19,3,9.335846816959105,1.0,Yes,EMP-4908,TechCorp,
580,Employee_580,68.0,Finance,500000.0,2,3,8.841837225221681,3.0,Yes,EMP-3068,TechCorp,
581,Employee_581,67.0,Sales,65419.490776923856,-4,3,8.065752915157812,4.0,No,EMP-8758,TechCorp,manager40@techcorp.com
582,Employee_582,52.0,Sales,66083.85839106844,13,1,,4.0,Yes,EMP-2874,TechCorp,
583,Employee_583,40.0,HR,96157.5231759838,25,5,9.206367658174825,2.0,No,EMP-4571,TechCorp,manager345@techcorp.com
584,Employee_584,34.0,Marketing,67015.70351509619,0,3,1.8775692321748774,5.0,No,EMP-8619,TechCorp,manager337@techcorp.com
585,Employee_585,43.0,Engineering,53926.76952252008,13,2,8.67996294902909,2.0,Yes,EMP-5198,TechCorp,manager201@techcorp.com
586,Employee_586,,Sales,20894.47147379798,1,3,3.9534406511824702,4.0,Yes,EMP-7043,TechCorp,
587,Employee_587,46.0,Finance,56692.019637129764,28,4,,,No,EMP-3749,TechCorp,manager175@techcorp.com
588,Employee_588,43.0,HR,86119.39834654378,22,3,7.0242128581667345,3.0,No,EMP-2876,TechCorp,
589,Employee_589,,Engineering,58176.61760887626,3,1,3.081519354843599,2.0,No,EMP-3683,TechCorp,
590,Employee_590,43.0,,15199.00202960994,23,3,3.192140132781687,2.0,No,EMP-6096,TechCorp,manager162@techcorp.com
591,Employee_591,51.0,Engineering,50032.752156151066,26,4,3.7544244960589435,1.0,Yes,EMP-2771,TechCorp,manager342@techcorp.com
592,Employee_592,68.0,Engineering,79853.77077825584,28,2,,3.0,Yes,EMP-1420,TechCorp,manager176@techcorp.com
593,Employee_593,,Sales,70916.3434912403,18,5,2.594144297784286,5.0,Yes,EMP-6111,TechCorp,manager41@techcorp.com
594,Employee_594,,HR,43202.38206978529,5,3,1.0462566482700426,1.0,No,EMP-7149,TechCorp,
595,Employee_595,21.0,HR,48694.30447201837,24,4,,2.0,Yes,EMP-7498,TechCorp,manager153@techcorp.com
596,Employee_596,67.0,Finance,51785.82681795167,0,4,1.7582983967617416,3.0,Yes,EMP-4249,TechCorp,
597,Employee_597,62.0,Finance,46745.724562741394,16,2,7.143873445397791,2.0,Yes,EMP-2245,TechCorp,
598,Employee_598,28.0,Sales,19406.52264520835,7,1,3.1206056607248356,3.0,Yes,EMP-4978,TechCorp,manager27@techcorp.com
599,Employee_599,46.0,,75271.82201239711,18,3,9.492167296316595,4.0,No,EMP-2669,TechCorp,
600,Employee_600,53.0,Marketing,85141.19913378186,20,4,8.841264646587874,1.0,Yes,EMP-5941,TechCorp,
601,Employee_601,42.0,Finance,29631.021120705198,0,2,3.6049680547138743,1.0,Yes,EMP-2983,TechCorp,manager288@techcorp.com
602,Employee_602,75.0,Engineering,10000.0,4,5,8.048939091910109,3.0,Yes,EMP-1672,TechCorp,manager81@techcorp.com
603,Employee_603,53.0,HR,57939.53597205569,26,4,,,Yes,EMP-6688,TechCorp,
604,Employee_604,27.0,Sales,84502.64696335749,15,2,,,No,EMP-9728,TechCorp,
605,Employee_605,54.0,HR,60759.00872580892,5,1,,2.0,No,EMP-8018,TechCorp,manager215@techcorp.com
606,Employee_606,26.0,HR,62710.8918431726,7,1,1.7376916117929597,1.0,Yes,EMP-7071,TechCorp,
607,Employee_607,41.0,Marketing,67448.69293964426,12,4,,3.0,No,EMP-2129,TechCorp,
608,Employee_608,52.0,Finance,44198.67349729444,15,4,6.624817735384317,5.0,No,EMP-9289,TechCorp,
609,Employee_609,66.0,Sales,83893.48288656044,29,3,6.745155196783886,0.0,No,EMP-6590,TechCorp,manager120@techcorp.com
610,Employee_610,52.0,HR,37572.38723850431,2,2,3.7643108329379036,8.0,No,EMP-1207,TechCorp,manager80@techcorp.com
611,Employee_611,65.0,,51958.66510966659,18,4,8.737116265722996,4.0,Yes,EMP-7882,TechCorp,
612,Employee_612,53.0,Engineering,70485.29355286338,11,3,9.635249646598707,1.0,No,EMP-9031,TechCorp,
613,Employee_613,35.0,Marketing,49816.095190290725,15,3,2.959412616803364,6.0,No,EMP-2729,TechCorp,manager242@techcorp.com
614,Employee_614,66.0,engineering,75550.62481629888,26,4,1.7933694232298,0.0,Yes,EMP-8102,TechCorp,manager321@techcorp.com
615,Employee_615,56.0,,87517.32346367913,10,1,,7.0,Yes,EMP-6934,TechCorp,manager10@techcorp.com
616,Employee_616,49.0,,80250.92002107673,9,2,,,Yes,EMP-8532,TechCorp,manager183@techcorp.com
617,Employee_617,41.0,Finance,21277.69372642757,24,2,7.089801713378628,3.0,Yes,EMP-3506,TechCorp,
618,Employee_618,40.0,HR,62516.93939238715,19,1,6.7244260810521395,1.0,No,EMP-8135,TechCorp,manager19@techcorp.com
619,Employee_619,49.0,HR,80573.65221392784,3,4,,1.0,Yes,EMP-3885,TechCorp,manager324@techcorp.com
620,Employee_620,54.0,Engineering,33665.02306355886,11,2,6.200451743602922,2.0,No,EMP-9548,TechCorp,
621,Employee_621,29.0,Marketing,74472.2117445775,22,4,3.7708671274693066,8.0,No,EMP-5425,TechCorp,manager86@techcorp.com
622,Employee_622,66.0,HR,73349.21563278625,1,4,5.294800714761651,2.0,Yes,EMP-9817,TechCorp,
623,Employee_623,30.0,Finance,35758.202161234694,23,3,,,Yes,EMP-8921,TechCorp,
624,Employee_624,40.0,Engineering,76684.65331480322,21,1,,,No,EMP-8616,TechCorp,manager353@techcorp.com
625,Employee_625,42.0,,65453.9558705987,18,4,9.392400312308217,3.0,No,EMP-8136,TechCorp,
626,Employee_626,,,73007.63577442538,24,5,9.404793485616239,5.0,Yes,EMP-5397,TechCorp,manager173@techcorp.com
627,Employee_627,58.0,Marketing,40673.752284697344,4,1,4.620013613624011,8.0,Yes,EMP-6280,TechCorp,manager387@techcorp.com
628,Employee_628,47.0,Finance,250000.0,7,2,5.219108924561119,3.0,Yes,EMP-5022,TechCorp,manager156@techcorp.com
629,Employee_629,34.0,Marketing,25902.42891735353,6,3,,2.0,No,EMP-2419,TechCorp,
630,Employee_630,66.0,Finance,14460.175849338979,13,2,9.299727352461558,2.0,No,EMP-5569,TechCorp,manager1@techcorp.com
631,Employee_631,37.0,Finance,62816.568530555,23,2,2.277948334168762,3.0,Yes,EMP-8385,TechCorp,
632,Employee_632,65.0,,82011.9521352262,22,1,3.738176774444762,6.0,No,EMP-4995,TechCorp,manager360@techcorp.com
633,Employee_633,42.0,,65058.7362853016,2,2,2.2532216013469855,3.0,Yes,EMP-8613,TechCorp,
634,Employee_634,39.0,,58731.07872111708,17,4,6.508076769635098,4.0,No,EMP-7209,TechCorp,
635,Employee_635,30.0,Finance,56249.31759890253,15,2,,4.0,No,EMP-6511,TechCorp,
636,Employee_636,36.0,HR,41148.69217113869,22,3,3.934970672613161,3.0,Yes,EMP-1470,TechCorp,
637,Employee_637,66.0,Engineering,55562.78192409388,18,3,1.638243635391813,4.0,Yes,EMP-9098,TechCorp,manager59@techcorp.com
638,Employee_638,53.0,HR,68433.68936528888,18,5,4.148164556268327,5.0,Yes,EMP-6325,TechCorp,
639,Employee_639,,Engineering,51295.555343987435,17,3,,6.0,No,EMP-3979,TechCorp,manager290@techcorp.com
640,Employee_640,58.0,HR,75011.73707671554,19,2,3.0976553070175146,3.0,No,EMP-8988,TechCorp,manager63@techcorp.com
641,Employee_641,,Finance,63919.50067729205,15,3,7.256687195890591,4.0,Yes,EMP-4475,TechCorp,
642,Employee_642,29.0,Finance,66339.58835546813,7,1,,6.0,No,EMP-6813,TechCorp,
643,Employee_643,26.0,Sales,77773.2550710192,27,3,8.771361475322038,2.0,Yes,EMP-5232,TechCorp,manager78@techcorp.com
644,Employee_644,24.0,HR,49464.89134690019,0,4,2.1905915288593443,8.0,No,EMP-6576,TechCorp,manager155@techcorp.com
645,Employee_645,45.0,Marketing,73187.61172373903,16,1,9.798309643105389,3.0,Yes,EMP-5581,TechCorp,
646,Employee_646,31.0,Sales,52270.46565496051,11,5,6.24365781436329,1.0,No,EMP-5526,TechCorp,
647,Employee_647,48.0,HR,66790.2896763768,29,4,9.95926737112133,4.0,No,EMP-1166,TechCorp,
648,Employee_648,69.0,HR,47084.572987268635,20,2,,,No,EMP-9464,TechCorp,manager143@techcorp.com
649,Employee_649,80.0,Sales,41785.923538705356,10,2,2.993655449017952,1.0,No,EMP-4130,TechCorp,
650,Employee_650,64.0,Finance,61837.294912969875,4,2,1.505458089129818,1.0,Yes,EMP-2402,TechCorp,manager150@techcorp.com
651,Employee_651,33.0,HR,22295.998959577657,26,4,3.300751844158254,5.0,No,EMP-4954,TechCorp,manager180@techcorp.com
652,Employee_652,22.0,,54074.65112982236,11,4,,,Yes,EMP-7658,TechCorp,manager142@techcorp.com
653,Employee_653,52.0,Sales,27872.459887816392,16,4,2.54436730358671,3.0,Yes,EMP-9004,TechCorp,
654,Employee_654,29.0,Finance,75584.68068627216,5,1,,2.0,Yes,EMP-4937,TechCorp,manager388@techcorp.com
655,Employee_655,42.0,Engineering,81002.21192217828,0,1,5.163341923946378,1.0,Yes,EMP-8800,TechCorp,
656,Employee_656,69.0,Marketing,42720.975571583884,4,2,1.2994117405242258,5.0,No,EMP-9041,TechCorp,
657,Employee_657,,HR,68566.25924946992,24,3,2.0969927427904342,5.0,Yes,EMP-8342,TechCorp,
658,Employee_658,53.0,Marketing,77982.71427374984,27,2,4.742752054671528,2.0,No,EMP-1282,TechCorp,manager317@techcorp.com
659,Employee_659,,Finance,78049.38445003566,13,5,1.5681691828716982,4.0,No,EMP-2524,TechCorp,
660,Employee_660,33.0,HR,64289.016679432825,4,1,4.5707955080997635,6.0,No,EMP-5820,TechCorp,manager179@techcorp.com
661,Employee_661,56.0,Finance,74686.09351122993,21,4,5.266056393536005,2.0,No,EMP-4630,TechCorp,
662,Employee_662,62.0,Engineering,47013.37376159211,23,1,,,Yes,EMP-7625,TechCorp,
663,Employee_663,59.0,Sales,61662.4493131336,26,4,,3.0,No,EMP-4986,TechCorp,manager307@techcorp.com
664,Employee_664,56.0,hr,50657.93186418448,0,5,,4.0,Yes,EMP-6016,TechCorp,manager113@techcorp.com
665,Employee_665,,Engineering,10000.0,29,5,5.21182416230239,5.0,No,EMP-7046,TechCorp,manager376@techcorp.com
666,Employee_666,48.0,Engineering,60721.26782939255,17,1,4.6963832085249955,0.0,No,EMP-8753,TechCorp,
667,Employee_667,22.0,,66950.6075231615,15,4,8.358610404740375,4.0,Yes,EMP-9698,TechCorp,
668,Employee_668,52.0,,83270.17535909974,8,5,9.055509435998498,1.0,No,EMP-6632,TechCorp,
669,Employee_669,40.0,Engineering,65303.11054597775,18,2,8.679182222774058,1.0,No,EMP-7971,TechCorp,
670,Employee_670,46.0,Marketing,72838.61069923102,21,2,7.0619192031825175,3.0,No,EMP-6419,TechCorp,
671,Employee_671,60.0,Engineering,73065.66346499076,4,4,2.236255713718068,2.0,No,EMP-6764,TechCorp,
672,Employee_672,,Finance,113750.68731393921,26,1,3.4918297254281105,1.0,No,EMP-8434,TechCorp,manager311@techcorp.com
673,Employee_673,35.0,Finance,23799.351934548416,1,5,1.414567573137797,2.0,Yes,EMP-5438,TechCorp,
674,Employee_674,64.0,Marketing,46241.32266325645,29,1,,2.0,No,EMP-6023,TechCorp,manager322@techcorp.com
675,Employee_675,29.0,Engineering,89481.1210497616,14,2,6.947186767218193,4.0,No,EMP-5118,TechCorp,manager16@techcorp.com
676,Employee_676,26.0,Finance,52959.73850293052,6,5,7.717265958819174,5.0,Yes,EMP-4777,TechCorp,
677,Employee_677,27.0,HR,77716.06275203438,3,1,3.8041456562400606,3.0,No,EMP-2976,TechCorp,
678,Employee_678,61.0,,64600.19047525673,0,3,8.610881700496082,3.0,Yes,EMP-4155,TechCorp,
679,Employee_679,34.0,Sales,102104.0480241602,12,4,3.3364295533763064,1.0,No,EMP-6169,TechCorp,
680,Employee_680,16.0,Sales,37738.911458725765,19,4,1.0147938140120472,0.0,No,EMP-2958,TechCorp,manager208@techcorp.com
681,Employee_681,24.0,Engineering,84436.01105037626,21,3,4.3877346626862455,3.0,Yes,EMP-9779,TechCorp,
682,Employee_682,,Marketing,94991.62610544998,6,2,6.136853328631661,7.0,No,EMP-4033,TechCorp,manager118@techcorp.com
683,Employee_683,30.0,Finance,39711.622456640005,14,5,5.3083437216897025,1.0,No,EMP-4138,TechCorp,manager293@techcorp.com
684,Employee_684,57.0,HR,75657.40487162693,22,4,8.758685283189372,8.0,Yes,EMP-4545,TechCorp,manager227@techcorp.com
685,Employee_685,,HR,40690.040283418886,13,3,1.9486475736055024,4.0,Yes,EMP-8933,TechCorp,
686,Employee_686,26.0,Engineering,60603.2314507025,22,3,,,No,EMP-5530,TechCorp,manager42@techcorp.com
687,Employee_687,67.0,Sales,54868.24139635653,18,2,,3.0,Yes,EMP-9595,TechCorp,manager130@techcorp.com
688,Employee_688,16.0,Engineering,11944.92130200626,21,2,3.532536839549467,4.0,No,EMP-5636,TechCorp,
689,Employee_689,19.0,Marketing,68484.68519423797,28,1,8.400053013193094,4.0,Yes,EMP-2647,TechCorp,
690,Employee_690,22.0,Marketing,62866.78335212462,23,4,,3.0,No,EMP-4180,TechCorp,manager96@techcorp.com
691,Employee_691,46.0,Finance,89581.5794681152,19,1,7.595732685986479,4.0,Yes,EMP-5853,TechCorp,
692,Employee_692,,Finance,72222.87309299085,28,3,8.885732304426003,4.0,Yes,EMP-4727,TechCorp,manager9@techcorp.com
693,Employee_693,55.0,,105817.67848157525,23,5,7.505061405593691,4.0,Yes,EMP-6912,TechCorp,
694,Employee_694,36.0,Marketing,62140.84764157428,17,5,3.086571625432538,3.0,Yes,EMP-3939,TechCorp,manager83@techcorp.com
695,Employee_695,,Marketing,57889.398959953855,9,2,7.3500644048472195,7.0,Yes,EMP-5952,TechCorp,manager270@techcorp.com
696,Employee_696,65.0,Engineering,56312.86698565808,8,5,3.7693253205085946,3.0,Yes,EMP-1231,TechCorp,manager170@techcorp.com
697,Employee_697,62.0,Marketing,250000.0,24,5,3.179571853127235,1.0,Yes,EMP-9751,TechCorp,manager90@techcorp.com
698,Employee_698,18.0,HR,15844.981672348622,7,5,1.657032336096646,5.0,Yes,EMP-3073,TechCorp,
699,Employee_699,39.0,Sales,55596.107459840845,25,3,7.69625722312909,3.0,Yes,EMP-5494,TechCorp,
700,Employee_700,69.0,Marketing,18642.90547128015,29,5,7.3990086575483005,4.0,No,EMP-1745,TechCorp,manager348@techcorp.com
701,Employee_701,,Sales,69040.66689171537,28,5,,3.0,Yes,EMP-1893,TechCorp,
702,Employee_702,24.0,Engineering,35198.794150588314,9,5,7.744411150517403,3.0,No,EMP-5786,TechCorp,
703,Employee_703,42.0,Sales,42113.34753823161,16,1,9.260567947841977,4.0,Yes,EMP-3068,TechCorp,
704,Employee_704,,Engineering,46611.79610334897,1,3,,,No,EMP-9042,TechCorp,
705,Employee_705,21.0,HR,55901.29924373509,5,2,3.0937297454809745,3.0,No,EMP-2680,TechCorp,manager260@techcorp.com
706,Employee_706,53.0,Engineering,60137.36509878074,25,1,7.75234714678584,5.0,Yes,EMP-1200,TechCorp,
707,Employee_707,23.0,Engineering,81689.59166146141,4,4,,50.0,Yes,EMP-5658,TechCorp,manager93@techcorp.com
708,Employee_708,,,48449.39812984892,27,3,6.621975768553451,2.0,No,EMP-8690,TechCorp,
709,Employee_709,36.0,Marketing,69602.92272444739,29,3,1.7304780201734307,2.0,No,EMP-8843,TechCorp,
710,Employee_710,61.0,Marketing,114617.34466447134,8,4,5.069822311931849,4.0,Yes,EMP-8216,TechCorp,manager39@techcorp.com
711,Employee_711,56.0,HR,67547.01405526459,4,4,7.651822797936577,5.0,Yes,EMP-6582,TechCorp,
712,Employee_712,44.0,HR,56390.20422136733,17,4,,6.0,Yes,EMP-4020,TechCorp,manager7@techcorp.com
713,Employee_713,,Marketing,44416.96696143405,25,2,8.335648906082262,4.0,No,EMP-1841,TechCorp,
